,Block Name,Point ID,CoordinateX,CoordinateY,CoordinateZ,Magnitude_Velocity_Dataset_V_MAG_N_1_1_0,Magnitude_Vorticity_Dataset_VORTICITY_MAG_N_1_1_0,Points_0,Points_1,Points_2,Points_Magnitude,Result_0,Result_1,Result_2,Result_Magnitude,X_Component_Velocity_Dataset_V_X_N_1_1_0,Y_Component_Velocity_Dataset_V_Y_N_1_1_0,Z_Component_Velocity_Dataset_V_Z_N_1_1_0,Vortex
309,x_plane_Step_1_Incr_0,121,3.14159,0.797865,1.99466,0.538563,2.3187,3.14159,0.797865,1.99466,3.8059,1.09963e-07,-0.520085,0.0956371,0.528805,1.09963e-07,-0.520085,0.0956371,0.0
310,x_plane_Step_1_Incr_0,122,3.14159,0.897598,1.89493,0.351872,3.44386,3.14159,0.897598,1.89493,3.77704,1.17708e-07,-0.287908,0.141331,0.320727,1.17708e-07,-0.287908,0.141331,0.0
311,x_plane_Step_1_Incr_0,123,3.14159,0.897598,1.7952,0.257232,2.92794,3.14159,0.897598,1.7952,3.728,1.20726e-07,0.0670623,0.166771,0.17975,1.20726e-07,0.0670623,0.166771,0.0
312,x_plane_Step_1_Incr_0,124,3.14159,2.79253,2.89226,0.358865,0.26237,3.14159,2.79253,2.89226,5.10225,-8.66247e-08,-0.332442,-0.102206,0.347798,-8.66247e-08,-0.332442,-0.102206,0.0
313,x_plane_Step_1_Incr_0,125,3.14159,2.79253,2.79253,0.371473,0.300696,3.14159,2.79253,2.79253,5.04639,-9.32262e-08,-0.329117,-0.145793,0.359963,-9.32262e-08,-0.329117,-0.145793,0.0
314,x_plane_Step_1_Incr_0,126,3.14159,2.89226,2.69279,0.332011,0.311919,3.14159,2.89226,2.69279,5.04836,-1.35517e-07,-0.2458,-0.196019,0.31439,-1.35517e-07,-0.2458,-0.196019,0.0
315,x_plane_Step_1_Incr_0,127,3.14159,2.89226,2.99199,0.280824,0.196576,3.14159,2.89226,2.99199,5.2141,-9.23504e-08,-0.255768,-0.0620901,0.263196,-9.23504e-08,-0.255768,-0.0620901,0.0
316,x_plane_Step_1_Incr_0,128,3.14159,2.99199,2.59306,0.316739,0.345153,3.14159,2.99199,2.59306,5.05427,-1.48401e-07,-0.149081,-0.25126,0.292158,-1.48401e-07,-0.149081,-0.25126,0.0
317,x_plane_Step_1_Incr_0,129,3.14159,3.09173,2.49333,0.342031,0.416379,3.14159,3.09173,2.49333,5.0641,-1.4004e-07,-0.0487959,-0.312595,0.316381,-1.4004e-07,-0.0487959,-0.312595,0.0
318,x_plane_Step_1_Incr_0,130,3.14159,3.19146,2.39359,0.405319,0.517164,3.14159,3.19146,2.39359,5.07783,-1.36832e-07,0.0476412,-0.379459,0.382438,-1.36832e-07,0.0476412,-0.379459,0.0
319,x_plane_Step_1_Incr_0,131,3.14159,3.29119,2.39359,0.42407,0.521165,3.14159,3.29119,2.39359,5.14109,-1.56374e-07,0.142092,-0.376862,0.402759,-1.56374e-07,0.142092,-0.376862,0.0
320,x_plane_Step_1_Incr_0,132,3.14159,3.59039,1.99466,0.803929,1.22748,3.14159,3.59039,1.99466,5.171,-6.48557e-08,0.358942,-0.711754,0.797141,-6.48557e-08,0.358942,-0.711754,0.0
321,x_plane_Step_1_Incr_0,133,3.14159,3.69013,1.89493,0.848307,1.38323,3.14159,3.69013,1.89493,5.20359,-6.82855e-08,0.403851,-0.743437,0.846046,-6.82855e-08,0.403851,-0.743437,0.0
322,x_plane_Step_1_Incr_0,134,3.14159,3.78986,1.7952,0.835892,1.5229,3.14159,3.78986,1.7952,5.23979,8.60709e-09,0.425718,-0.718148,0.834849,8.60709e-09,0.425718,-0.718148,0.0
323,x_plane_Step_1_Incr_0,135,3.14159,0.0,0.897598,0.519437,0.620391,3.14159,0.0,0.897598,3.26731,-3.71764e-07,-0.0469456,0.498957,0.50116,-3.71764e-07,-0.0469456,0.498957,0.0
324,x_plane_Step_1_Incr_0,136,3.14159,0.0997331,0.897598,0.526769,0.627511,3.14159,0.0997331,0.897598,3.26883,-1.86437e-07,0.0941685,0.498227,0.507048,-1.86437e-07,0.0941685,0.498227,0.0
325,x_plane_Step_1_Incr_0,137,3.14159,0.199466,0.997331,0.632059,0.794592,3.14159,0.199466,0.997331,3.30213,-2.14356e-07,0.180607,0.5877,0.614825,-2.14356e-07,0.180607,0.5877,0.0
326,x_plane_Step_1_Incr_0,138,3.14159,0.299199,1.09706,0.738621,1.1262,3.14159,0.299199,1.09706,3.34106,-1.55184e-07,0.258442,0.679747,0.72722,-1.55184e-07,0.258442,0.679747,0.0
327,x_plane_Step_1_Incr_0,139,3.14159,0.398932,1.1968,0.812319,1.30464,3.14159,0.398932,1.1968,3.38542,-1.04202e-07,0.323667,0.739883,0.807581,-1.04202e-07,0.323667,0.739883,0.0
328,x_plane_Step_1_Incr_0,140,3.14159,0.498666,1.29653,0.838293,1.47886,3.14159,0.498666,1.29653,3.43501,-2.27067e-08,0.373622,0.748938,0.83696,-2.27067e-08,0.373622,0.748938,1.0
334,x_plane_Step_1_Incr_0,141,3.14159,0.598399,1.39626,0.804304,1.53259,3.14159,0.598399,1.39626,3.48959,8.77207e-08,0.400834,0.694751,0.802089,8.77207e-08,0.400834,0.694751,1.0
340,x_plane_Step_1_Incr_0,142,3.14159,0.698132,1.496,0.70439,1.09225,3.14159,0.698132,1.496,3.54894,1.25778e-07,0.405895,0.567024,0.697328,1.25778e-07,0.405895,0.567024,1.0
346,x_plane_Step_1_Incr_0,143,3.14159,0.797865,1.59573,0.566348,0.519365,3.14159,0.797865,1.59573,3.61283,1.41279e-07,0.383867,0.400907,0.55505,1.41279e-07,0.383867,0.400907,1.0
352,x_plane_Step_1_Incr_0,144,3.14159,0.897598,1.69546,0.388988,0.956949,3.14159,0.897598,1.69546,3.68102,1.29499e-07,0.293448,0.236378,0.376811,1.29499e-07,0.293448,0.236378,0.0
353,x_plane_Step_1_Incr_0,145,3.14159,0.897598,1.99466,0.575348,1.62507,3.14159,0.897598,1.99466,3.82805,1.0929e-07,-0.559098,0.0820427,0.565085,1.0929e-07,-0.559098,0.0820427,0.0
354,x_plane_Step_1_Incr_0,146,3.14159,0.997331,1.89493,0.41434,2.8316,3.14159,0.997331,1.89493,3.80198,1.19399e-07,-0.375414,0.124584,0.395547,1.19399e-07,-0.375414,0.124584,0.0
355,x_plane_Step_1_Incr_0,147,3.14159,0.997331,1.7952,0.257011,3.29504,3.14159,0.997331,1.7952,3.75327,1.23592e-07,-0.0259761,0.141192,0.143562,1.23592e-07,-0.0259761,0.141192,0.0
356,x_plane_Step_1_Incr_0,148,3.14159,2.69279,2.89226,0.41862,0.301071,3.14159,2.69279,2.89226,5.04836,-8.41457e-08,-0.398692,-0.100367,0.411131,-8.41457e-08,-0.398692,-0.100367,0.0
357,x_plane_Step_1_Incr_0,149,3.14159,2.69279,2.79253,0.429246,0.337402,3.14159,2.69279,2.79253,4.99189,-9.11141e-08,-0.396064,-0.143543,0.421274,-9.11141e-08,-0.396064,-0.143543,0.0
358,x_plane_Step_1_Incr_0,150,3.14159,2.79253,2.69279,0.389876,0.344283,3.14159,2.79253,2.69279,4.99189,-1.12742e-07,-0.32514,-0.192513,0.377859,-1.12742e-07,-0.32514,-0.192513,0.0
359,x_plane_Step_1_Incr_0,151,3.14159,2.79253,2.99199,0.350983,0.236631,3.14159,2.79253,2.99199,5.15944,-7.31237e-08,-0.334794,-0.0605731,0.340229,-7.31237e-08,-0.334794,-0.0605731,0.0
360,x_plane_Step_1_Incr_0,152,3.14159,2.89226,2.59306,0.3632,0.369016,3.14159,2.89226,2.59306,4.99587,-1.44049e-07,-0.241063,-0.247507,0.345501,-1.44049e-07,-0.241063,-0.247507,0.0
361,x_plane_Step_1_Incr_0,153,3.14159,2.99199,2.49333,0.365169,0.423547,3.14159,2.99199,2.49333,5.00383,-1.49983e-07,-0.14547,-0.30983,0.342281,-1.49983e-07,-0.14547,-0.30983,0.0
362,x_plane_Step_1_Incr_0,154,3.14159,3.09173,2.39359,0.405319,0.517165,3.14159,3.09173,2.39359,5.01574,-1.31572e-07,-0.0476401,-0.37946,0.382438,-1.31572e-07,-0.0476401,-0.37946,0.0
363,x_plane_Step_1_Incr_0,155,3.14159,3.19146,2.29386,0.480847,0.59899,3.14159,3.19146,2.29386,5.03158,-1.38751e-07,0.0465124,-0.458108,0.460463,-1.38751e-07,0.0465124,-0.458108,0.0
364,x_plane_Step_1_Incr_0,156,3.14159,3.29119,2.29386,0.495991,0.60301,3.14159,3.29119,2.29386,5.09543,-1.52304e-07,0.139232,-0.455593,0.476393,-1.52304e-07,0.139232,-0.455593,0.0
365,x_plane_Step_1_Incr_0,157,3.14159,3.49066,2.0944,0.712416,0.961261,3.14159,3.49066,2.0944,5.14206,-8.43908e-08,0.297471,-0.633016,0.699427,-8.43908e-08,0.297471,-0.633016,0.0
366,x_plane_Step_1_Incr_0,158,3.14159,3.49066,1.99466,0.780983,1.24976,3.14159,3.49066,1.99466,5.10225,-8.09483e-08,0.292069,-0.715727,0.773026,-8.09483e-08,0.292069,-0.715727,0.0
367,x_plane_Step_1_Incr_0,159,3.14159,3.59039,1.89493,0.830787,1.37297,3.14159,3.59039,1.89493,5.13335,-6.37954e-08,0.350633,-0.750321,0.828206,-6.37954e-08,0.350633,-0.750321,0.0
368,x_plane_Step_1_Incr_0,160,3.14159,3.69013,1.7952,0.829503,1.55422,3.14159,3.69013,1.7952,5.16811,1.75002e-08,0.38993,-0.730881,0.828391,1.75002e-08,0.38993,-0.730881,0.0
369,x_plane_Step_1_Incr_0,161,3.14159,0.0,0.797865,0.439065,0.564477,3.14159,0.0,0.797865,3.24133,-3.66151e-07,-0.0482269,0.416441,0.419224,-3.66151e-07,-0.0482269,0.416441,0.0
370,x_plane_Step_1_Incr_0,162,3.14159,0.0997331,0.797865,0.448092,0.568438,3.14159,0.0997331,0.797865,3.24286,-1.77913e-07,0.0962037,0.415627,0.426615,-1.77913e-07,0.0962037,0.415627,0.0
371,x_plane_Step_1_Incr_0,163,3.14159,0.199466,0.897598,0.54751,0.640229,3.14159,0.199466,0.897598,3.27339,-2.24266e-07,0.184378,0.496586,0.52971,-2.24266e-07,0.184378,0.496586,0.0
372,x_plane_Step_1_Incr_0,164,3.14159,0.299199,0.997331,0.657128,0.802841,3.14159,0.299199,0.997331,3.30965,-2.16334e-07,0.262634,0.585833,0.642011,-2.16334e-07,0.262634,0.585833,0.0
373,x_plane_Step_1_Incr_0,165,3.14159,0.398932,1.09706,0.763121,1.10656,3.14159,0.398932,1.09706,3.35146,-1.23601e-07,0.330682,0.676747,0.753218,-1.23601e-07,0.330682,0.676747,0.0
374,x_plane_Step_1_Incr_0,166,3.14159,0.498666,1.1968,0.833019,1.29955,3.14159,0.498666,1.1968,3.39862,-1.17266e-07,0.384066,0.734596,0.828937,-1.17266e-07,0.384066,0.734596,1.0
380,x_plane_Step_1_Incr_0,167,3.14159,0.598399,1.29653,0.851038,1.472,3.14159,0.598399,1.29653,3.4509,-3.29511e-08,0.418126,0.739904,0.849875,-3.29511e-08,0.418126,0.739904,1.0
386,x_plane_Step_1_Incr_0,168,3.14159,0.698132,1.39626,0.802044,1.45454,3.14159,0.698132,1.39626,3.50807,7.06647e-08,0.427668,0.675905,0.799842,7.06647e-08,0.427668,0.675905,1.0
392,x_plane_Step_1_Incr_0,169,3.14159,0.797865,1.496,0.682643,0.998336,3.14159,0.797865,1.496,3.5699,1.24768e-07,0.413139,0.53444,0.675507,1.24768e-07,0.413139,0.53444,1.0
398,x_plane_Step_1_Incr_0,170,3.14159,0.897598,1.59573,0.526785,0.462364,3.14159,0.897598,1.59573,3.63616,1.35804e-07,0.373036,0.35513,0.515047,1.35804e-07,0.373036,0.35513,1.0
404,x_plane_Step_1_Incr_0,171,3.14159,0.997331,1.69546,0.326536,1.38766,3.14159,0.997331,1.69546,3.7066,1.24019e-07,0.249801,0.185419,0.311096,1.24019e-07,0.249801,0.185419,0.0
405,x_plane_Step_1_Incr_0,172,3.14159,0.997331,1.99466,0.601304,0.941046,3.14159,0.997331,1.99466,3.85266,1.10707e-07,-0.588486,0.044877,0.590195,1.10707e-07,-0.588486,0.044877,0.0
406,x_plane_Step_1_Incr_0,173,3.14159,1.09706,1.89493,0.474833,1.97171,3.14159,1.09706,1.89493,3.82935,1.17428e-07,-0.450899,0.0896761,0.45973,1.17428e-07,-0.450899,0.0896761,0.0
407,x_plane_Step_1_Incr_0,174,3.14159,1.09706,1.7952,0.26813,3.38574,3.14159,1.09706,1.7952,3.78099,1.30184e-07,-0.139612,0.119201,0.183577,1.30184e-07,-0.139612,0.119201,0.0
408,x_plane_Step_1_Incr_0,175,3.14159,2.59306,2.89226,0.469912,0.331006,3.14159,2.59306,2.89226,4.99587,-8.04539e-08,-0.453643,-0.0994585,0.464418,-8.04539e-08,-0.453643,-0.0994585,0.0
409,x_plane_Step_1_Incr_0,176,3.14159,2.59306,2.79253,0.479877,0.365617,3.14159,2.59306,2.79253,4.9388,-8.50474e-08,-0.452025,-0.142428,0.473933,-8.50474e-08,-0.452025,-0.142428,0.0
410,x_plane_Step_1_Incr_0,177,3.14159,2.69279,2.69279,0.44497,0.377399,3.14159,2.69279,2.69279,4.93679,-1.15153e-07,-0.392849,-0.190004,0.436385,-1.15153e-07,-0.392849,-0.190004,0.0
411,x_plane_Step_1_Incr_0,178,3.14159,2.69279,2.99199,0.412135,0.277478,3.14159,2.69279,2.99199,5.10615,-8.15862e-08,-0.400602,-0.0594143,0.404983,-8.15862e-08,-0.400602,-0.0594143,0.0
412,x_plane_Step_1_Incr_0,179,3.14159,2.79253,2.59306,0.41581,0.399154,3.14159,2.79253,2.59306,4.9388,-1.32322e-07,-0.320801,-0.244003,0.403052,-1.32322e-07,-0.320801,-0.244003,0.0
413,x_plane_Step_1_Incr_0,180,3.14159,2.89226,2.49333,0.404362,0.441299,3.14159,2.89226,2.49333,4.94484,-1.43291e-07,-0.236061,-0.306062,0.386521,-1.43291e-07,-0.236061,-0.306062,0.0
414,x_plane_Step_1_Incr_0,181,3.14159,2.99199,2.39359,0.42407,0.521165,3.14159,2.99199,2.39359,4.95489,-1.40213e-07,-0.142091,-0.376862,0.402759,-1.40213e-07,-0.142091,-0.376862,0.0
415,x_plane_Step_1_Incr_0,182,3.14159,3.09173,2.29386,0.480847,0.598991,3.14159,3.09173,2.29386,4.96892,-1.38006e-07,-0.0465114,-0.458108,0.460463,-1.38006e-07,-0.0465114,-0.458108,0.0
416,x_plane_Step_1_Incr_0,183,3.14159,3.19146,2.19413,0.56486,0.669619,3.14159,3.19146,2.19413,4.98691,-1.55556e-07,0.0452384,-0.543768,0.545646,-1.55556e-07,0.0452384,-0.543768,0.0
417,x_plane_Step_1_Incr_0,184,3.14159,3.29119,2.19413,0.577392,0.676007,3.14159,3.29119,2.19413,5.05131,-1.59601e-07,0.136005,-0.541803,0.558613,-1.59601e-07,0.136005,-0.541803,0.0
418,x_plane_Step_1_Incr_0,185,3.14159,3.49066,1.89493,0.807527,1.39677,3.14159,3.49066,1.89493,5.0641,-6.79916e-08,0.288311,-0.75102,0.804459,-6.79916e-08,0.288311,-0.75102,0.0
419,x_plane_Step_1_Incr_0,186,3.14159,3.59039,1.7952,0.811458,1.57496,3.14159,3.59039,1.7952,5.09738,3.35265e-08,0.34702,-0.732002,0.810093,3.35265e-08,0.34702,-0.732002,0.0
420,x_plane_Step_1_Incr_0,187,3.14159,0.0,0.698132,0.369588,0.46015,3.14159,0.0,0.698132,3.21823,-4.01228e-07,-0.0497059,0.344131,0.347702,-4.01228e-07,-0.0497059,0.344131,0.0
421,x_plane_Step_1_Incr_0,188,3.14159,0.0997331,0.698132,0.380371,0.465353,3.14159,0.0997331,0.698132,3.21977,-2.04983e-07,0.0982481,0.342942,0.356738,-2.04983e-07,0.0982481,0.342942,0.0
422,x_plane_Step_1_Incr_0,189,3.14159,0.199466,0.797865,0.472738,0.574033,3.14159,0.199466,0.797865,3.24746,-2.08424e-07,0.187759,0.413236,0.453891,-2.08424e-07,0.187759,0.413236,0.0
423,x_plane_Step_1_Incr_0,190,3.14159,0.299199,0.897598,0.577653,0.65471,3.14159,0.299199,0.897598,3.28098,-2.41633e-07,0.267391,0.494559,0.562216,-2.41633e-07,0.267391,0.494559,0.0
424,x_plane_Step_1_Incr_0,191,3.14159,0.398932,0.997331,0.687003,0.820916,3.14159,0.398932,0.997331,3.32015,-1.83643e-07,0.336737,0.583853,0.674,-1.83643e-07,0.336737,0.583853,0.0
425,x_plane_Step_1_Incr_0,192,3.14159,0.498666,1.09706,0.787336,1.10893,3.14159,0.498666,1.09706,3.36479,-1.32329e-07,0.394214,0.671905,0.779013,-1.32329e-07,0.394214,0.671905,0.0
426,x_plane_Step_1_Incr_0,193,3.14159,0.598399,1.1968,0.84828,1.27905,3.14159,0.598399,1.1968,3.41468,-1.21559e-07,0.435973,0.723648,0.84483,-1.21559e-07,0.435973,0.723648,1.0
432,x_plane_Step_1_Incr_0,194,3.14159,0.698132,1.29653,0.854721,1.45062,3.14159,0.698132,1.29653,3.46958,-3.19619e-08,0.455582,0.721956,0.853683,-3.19619e-08,0.455582,0.721956,1.0
438,x_plane_Step_1_Incr_0,195,3.14159,0.797865,1.39626,0.788246,1.36474,3.14159,0.797865,1.39626,3.52927,7.71768e-08,0.44986,0.644236,0.785757,7.71768e-08,0.44986,0.644236,1.0
444,x_plane_Step_1_Incr_0,196,3.14159,0.897598,1.496,0.649812,0.898753,3.14159,0.897598,1.496,3.59351,1.31461e-07,0.417569,0.487494,0.641884,1.31461e-07,0.417569,0.487494,1.0
450,x_plane_Step_1_Incr_0,197,3.14159,0.997331,1.59573,0.480053,0.424953,3.14159,0.997331,1.59573,3.66205,1.28021e-07,0.360753,0.296894,0.467214,1.28021e-07,0.360753,0.296894,1.0
456,x_plane_Step_1_Incr_0,198,3.14159,1.09706,1.69546,0.260053,2.06683,3.14159,1.09706,1.69546,3.73467,1.27694e-07,0.180903,0.136337,0.226526,1.27694e-07,0.180903,0.136337,0.0
457,x_plane_Step_1_Incr_0,199,3.14159,1.09706,1.99466,0.617062,0.513018,3.14159,1.09706,1.99466,3.87967,1.09842e-07,-0.605563,-0.0134205,0.605711,1.09842e-07,-0.605563,-0.0134205,0.0
458,x_plane_Step_1_Incr_0,200,3.14159,1.1968,1.89493,0.519924,1.11324,3.14159,1.1968,1.89493,3.8591,1.14657e-07,-0.503803,0.0348508,0.505007,1.14657e-07,-0.503803,0.0348508,0.0
459,x_plane_Step_1_Incr_0,201,3.14159,1.1968,1.7952,0.312662,2.94387,3.14159,1.1968,1.7952,3.81112,1.34343e-07,-0.260898,0.0943324,0.277428,1.34343e-07,-0.260898,0.0943324,0.0
460,x_plane_Step_1_Incr_0,202,3.14159,2.49333,2.89226,0.514891,0.359479,3.14159,2.49333,2.89226,4.94484,-7.44516e-08,-0.500704,-0.0995798,0.51051,-7.44516e-08,-0.500704,-0.0995798,0.0
461,x_plane_Step_1_Incr_0,203,3.14159,2.49333,2.79253,0.525015,0.394856,3.14159,2.49333,2.79253,4.88718,-7.63085e-08,-0.500281,-0.142731,0.520243,-7.63085e-08,-0.500281,-0.142731,0.0
462,x_plane_Step_1_Incr_0,204,3.14159,2.59306,2.69279,0.494689,0.403976,3.14159,2.59306,2.69279,4.8831,-1.04455e-07,-0.450113,-0.188886,0.488139,-1.04455e-07,-0.450113,-0.188886,0.0
463,x_plane_Step_1_Incr_0,205,3.14159,2.59306,2.99199,0.46382,0.307475,3.14159,2.59306,2.99199,5.05427,-8.42277e-08,-0.45486,-0.05882,0.458647,-8.42277e-08,-0.45486,-0.05882,0.0
464,x_plane_Step_1_Incr_0,206,3.14159,2.69279,2.59306,0.467694,0.427758,3.14159,2.69279,2.59306,4.8831,-1.38259e-07,-0.389371,-0.241541,0.458205,-1.38259e-07,-0.389371,-0.241541,0.0
465,x_plane_Step_1_Incr_0,207,3.14159,2.79253,2.49333,0.451314,0.472686,3.14159,2.79253,2.49333,4.88718,-1.37657e-07,-0.316076,-0.302819,0.437726,-1.37657e-07,-0.316076,-0.302819,0.0
466,x_plane_Step_1_Incr_0,208,3.14159,2.89226,2.39359,0.457122,0.530278,3.14159,2.89226,2.39359,4.89531,-1.39691e-07,-0.231468,-0.373437,0.439355,-1.39691e-07,-0.231468,-0.373437,0.0
467,x_plane_Step_1_Incr_0,209,3.14159,2.99199,2.29386,0.495991,0.60301,3.14159,2.99199,2.29386,4.90749,-1.47247e-07,-0.139231,-0.455593,0.476393,-1.47247e-07,-0.139231,-0.455593,0.0
468,x_plane_Step_1_Incr_0,210,3.14159,3.09173,2.19413,0.564859,0.669619,3.14159,3.09173,2.19413,4.92368,-1.59444e-07,-0.0452374,-0.543768,0.545646,-1.59444e-07,-0.0452374,-0.543768,0.0
469,x_plane_Step_1_Incr_0,211,3.14159,3.19146,2.0944,0.657966,0.957648,3.14159,3.19146,2.0944,4.94384,-1.28036e-07,0.0443417,-0.639934,0.641468,-1.28036e-07,0.0443417,-0.639934,0.0
470,x_plane_Step_1_Incr_0,212,3.14159,3.29119,2.0944,0.667915,0.961615,3.14159,3.29119,2.0944,5.0088,-1.28531e-07,0.133638,-0.637703,0.651556,-1.28531e-07,0.133638,-0.637703,0.0
471,x_plane_Step_1_Incr_0,213,3.14159,0.0,0.598399,0.311133,0.368063,3.14159,0.0,0.598399,3.19808,-4.35118e-07,-0.051501,0.282151,0.286813,-4.35118e-07,-0.051501,0.282151,0.0
472,x_plane_Step_1_Incr_0,214,3.14159,0.0997331,0.598399,0.32426,0.373159,3.14159,0.0997331,0.598399,3.19963,-2.34646e-07,0.100673,0.280743,0.298248,-2.34646e-07,0.100673,0.280743,0.0
473,x_plane_Step_1_Incr_0,215,3.14159,0.199466,0.698132,0.409959,0.478571,3.14159,0.199466,0.698132,3.2244,-2.26824e-07,0.191112,0.340121,0.390137,-2.26824e-07,0.191112,0.340121,0.0
474,x_plane_Step_1_Incr_0,216,3.14159,0.299199,0.797865,0.507727,0.58256,3.14159,0.299199,0.797865,3.25511,-2.24538e-07,0.271496,0.410318,0.492008,-2.24538e-07,0.271496,0.410318,0.0
475,x_plane_Step_1_Incr_0,217,3.14159,0.398932,0.897598,0.613231,0.67761,3.14159,0.398932,0.897598,3.29157,-2.1337e-07,0.342553,0.492646,0.600035,-2.1337e-07,0.342553,0.492646,0.0
476,x_plane_Step_1_Incr_0,218,3.14159,0.498666,0.997331,0.718184,0.850374,3.14159,0.498666,0.997331,3.33361,-1.70033e-07,0.402335,0.581636,0.707229,-1.70033e-07,0.402335,0.581636,0.0
477,x_plane_Step_1_Incr_0,219,3.14159,0.598399,1.09706,0.809031,1.1144,3.14159,0.598399,1.09706,3.38101,-1.43304e-07,0.449375,0.66441,0.802109,-1.43304e-07,0.449375,0.66441,0.0
478,x_plane_Step_1_Incr_0,220,3.14159,0.698132,1.1968,0.85765,1.24459,3.14159,0.698132,1.1968,3.43356,-1.16414e-07,0.480119,0.70726,0.854828,-1.16414e-07,0.480119,0.70726,1.0
484,x_plane_Step_1_Incr_0,221,3.14159,0.797865,1.29653,0.849467,1.41252,3.14159,0.797865,1.29653,3.49101,-1.02575e-08,0.487081,0.694828,0.848548,-1.02575e-08,0.487081,0.694828,1.0
490,x_plane_Step_1_Incr_0,222,3.14159,0.897598,1.39626,0.763668,1.26806,3.14159,0.897598,1.39626,3.55314,9.62226e-08,0.466692,0.600524,0.760546,9.62226e-08,0.466692,0.600524,1.0
496,x_plane_Step_1_Incr_0,223,3.14159,0.997331,1.496,0.608245,0.776642,3.14159,0.997331,1.496,3.61971,1.32978e-07,0.41834,0.42872,0.599007,1.32978e-07,0.41834,0.42872,1.0
502,x_plane_Step_1_Incr_0,224,3.14159,1.09706,1.59573,0.426543,0.544859,3.14159,1.09706,1.59573,3.69046,1.23166e-07,0.342462,0.228891,0.411912,1.23166e-07,0.342462,0.228891,0.0
503,x_plane_Step_1_Incr_0,225,3.14159,1.1968,1.69546,0.228695,2.82946,3.14159,1.1968,1.69546,3.76517,1.42426e-07,0.0791653,0.0973585,0.125482,1.42426e-07,0.0791653,0.0973585,0.0
504,x_plane_Step_1_Incr_0,226,3.14159,1.1968,1.99466,0.631493,0.439215,3.14159,1.1968,1.99466,3.90904,1.10049e-07,-0.614998,-0.0842114,0.620737,1.10049e-07,-0.614998,-0.0842114,0.0
505,x_plane_Step_1_Incr_0,227,3.14159,1.29653,1.89493,0.551322,0.564659,3.14159,1.29653,1.89493,3.89119,1.15613e-07,-0.535268,-0.0396345,0.536733,1.15613e-07,-0.535268,-0.0396345,0.0
506,x_plane_Step_1_Incr_0,228,3.14159,1.29653,1.7952,0.387768,2.10094,3.14159,1.29653,1.7952,3.84361,1.26456e-07,-0.364575,0.0556142,0.368793,1.26456e-07,-0.364575,0.0556142,0.0
507,x_plane_Step_1_Incr_0,229,3.14159,2.39359,2.89226,0.554975,0.386433,3.14159,2.39359,2.89226,4.89531,-6.57553e-08,-0.54203,-0.100689,0.551303,-6.57553e-08,-0.54203,-0.100689,0.0
508,x_plane_Step_1_Incr_0,230,3.14159,2.39359,2.79253,0.565594,0.41998,3.14159,2.39359,2.79253,4.83706,-6.41987e-08,-0.542707,-0.144395,0.561588,-6.41987e-08,-0.542707,-0.144395,0.0
509,x_plane_Step_1_Incr_0,231,3.14159,2.49333,2.69279,0.53979,0.431889,3.14159,2.49333,2.69279,4.83088,-8.60176e-08,-0.499795,-0.189397,0.534478,-8.60176e-08,-0.499795,-0.189397,0.0
510,x_plane_Step_1_Incr_0,232,3.14159,2.49333,2.99199,0.508602,0.335742,3.14159,2.49333,2.99199,5.00383,-7.72077e-08,-0.501062,-0.0588473,0.504505,-7.72077e-08,-0.501062,-0.0588473,0.0
511,x_plane_Step_1_Incr_0,233,3.14159,2.59306,2.59306,0.516006,0.453389,3.14159,2.59306,2.59306,4.82882,-1.25611e-07,-0.448022,-0.240608,0.508543,-1.25611e-07,-0.448022,-0.240608,0.0
512,x_plane_Step_1_Incr_0,234,3.14159,2.69279,2.49333,0.499645,0.499886,3.14159,2.69279,2.49333,4.83088,-1.49168e-07,-0.385655,-0.300839,0.489116,-1.49168e-07,-0.385655,-0.300839,0.0
513,x_plane_Step_1_Incr_0,235,3.14159,2.79253,2.39359,0.498379,0.55063,3.14159,2.79253,2.39359,4.83706,-1.41591e-07,-0.311389,-0.370711,0.484138,-1.41591e-07,-0.311389,-0.370711,0.0
514,x_plane_Step_1_Incr_0,236,3.14159,2.89226,2.29386,0.523704,0.61236,3.14159,2.89226,2.29386,4.84733,-1.54081e-07,-0.227702,-0.45248,0.506544,-1.54081e-07,-0.227702,-0.45248,0.0
515,x_plane_Step_1_Incr_0,237,3.14159,2.99199,2.19413,0.577392,0.676007,3.14159,2.99199,2.19413,4.86167,-1.65237e-07,-0.136004,-0.541803,0.558613,-1.65237e-07,-0.136004,-0.541803,0.0
516,x_plane_Step_1_Incr_0,238,3.14159,3.09173,2.0944,0.657966,0.957649,3.14159,3.09173,2.0944,4.88005,-1.31792e-07,-0.0443407,-0.639934,0.641468,-1.31792e-07,-0.0443407,-0.639934,0.0
517,x_plane_Step_1_Incr_0,239,3.14159,4.48799,0.797865,0.868744,0.843202,3.14159,4.48799,0.797865,5.53609,3.37992e-09,-0.792286,0.355662,0.868454,3.37992e-09,-0.792286,0.355662,0.0
518,x_plane_Step_1_Incr_0,240,3.14159,4.58772,0.797865,0.872874,0.849155,3.14159,4.58772,0.797865,5.61724,-1.62463e-08,-0.787413,0.375444,0.87234,-1.62463e-08,-0.787413,0.375444,0.0
